views,likes,dislikes,comment_count
905737,80098,1272,9968
34443,225,18,19
259646,8577,380,660
54009,746,12,81
72963,4779,50,360
4066254,52283,3192,3699
374204,21749,301,1404
379176,18179,3094,2941
147003,3164,375,1124
140445,9466,106,706
576861,40236,383,2343
396970,2551,211,1083
2277907,165214,2945,13292
1526404,1665,105,230
90521,2901,87,290
277651,8833,194,5592
499979,9479,485,680
65678,1841,128,468
192638,10752,357,770
419822,17602,890,2169
141287,6629,182,693
527093,103,43,13
39926,4094,100,1405
973185,9120,595,1380
136788,883,496,566
97535,1455,24,243
1261723,53548,626,11393
64316,2336,114,241
295189,13986,265,1409
611625,38391,1299,2225
425185,34078,275,2639
60092,528,104,141
1940700,56187,4960,3542
271594,9074,174,546
17732,174,2,11
952863,14092,3097,5149
471684,3421,345,1720
926503,37810,1204,4466
795360,4989,801,2755
12525525,633707,6037,34903
236711,2078,3532,3909
212467,6400,603,1562
441590,40548,655,2429
435057,7278,60,423
938603,57954,620,7596
1408283,52980,2726,3947
104407,5233,2250,1895
1974266,40993,1303,4365
968084,4155,4349,3164
1438957,52862,1812,3777
511623,7167,626,840
233232,915,154,371
369007,3091,847,787
273354,8640,221,679
316010,17126,627,2011
262198,4128,142,349
61359,1666,98,89
445713,18863,338,1255
185558,19209,387,2448
940761,31817,308,1684
854528,21950,2252,4097
3187177,206188,3369,71152
727495,46530,1071,4349
2204149,16891,1226,8934
326353,2326,662,324
4285299,827151,1897,104986
27692,215,26,82
441848,13075,517,1176
297198,26392,1196,4064
6064,7,23,19
177235,6254,188,516
489921,3242,107,807
1029348,93739,712,7646
191508,2442,263,602
3185627,33838,9993,8940
481820,17192,381,5024
118160,611,239,279
531511,4626,169,350
103380,6861,45,955
467114,11022,631,2505
87088,556,215,257
204499,2121,881,1449
73594,371,516,173
33910,452,146,676
13932,92,56,56
7111102,371036,4698,77061
550036,12396,445,2061
3053263,115602,1827,14933
17551,316,309,439
200479,10525,741,729
786009,38589,8744,9555
311233,11022,744,2370
4386955,191770,3534,14384
159122,6749,380,756
504636,3125,433,317
18744,951,27,198
208892,34168,193,2048
223239,4687,1238,839
586179,57386,593,3752
336033,8742,223,995
393789,9594,1952,0
1496689,40910,3541,6358
9086,45,91,23
59638,163,7,24
199524,2172,208,463
57661,406,2002,903
994169,24963,936,2106
26225,728,28,121
790923,16039,245,885
369184,13862,450,1697
882682,46340,443,6219
232632,3165,2750,3794
502266,11914,192,549
32746,2383,23,173
314660,12157,223,927
2885259,74767,6912,13385
135712,423,91,51
3739645,126409,12101,37592
28954,74,9,11
282721,14120,129,1045
7498451,195160,18296,11923
2117259,119907,922,13499
178838,27172,154,2614
758181,10801,1213,4126
198759,16885,618,3655
4053642,169558,1499,13736
294003,7548,49,129
652717,36695,811,2518
617699,24653,1389,1207
594066,19285,255,1047
85496,4950,70,255
1420269,13765,217,648
3003011,172954,3213,21617
173564,1109,161,143
175494,1406,304,727
44121,888,833,0
653929,5029,287,1859
1631648,40981,646,10663
71548,3060,35,336
625360,11060,416,511
233625,13393,155,667
5305,24,16,39
1199614,14835,997,1559
780077,19671,339,1205
1310832,16488,540,710
3044667,125574,4090,8650
1620281,94562,2177,7595
5005625,27908,1124,2527
389005,11111,1081,590
233550,14691,340,1874
414422,17655,1511,3933
1015671,8230,27428,6505
10727660,468294,5438,19391
263161,14147,334,1098
246198,7012,89,689
338900,2511,97,996
8245249,185788,23328,18362
525285,35518,538,3454
938188,7957,1681,1563
100931,4042,202,304
3965495,125107,4544,10724
614457,23981,295,599
51814,1454,65,22
1126963,40473,9632,12666
5581988,371213,4406,14792
31576,490,9,27
1317991,18046,27015,6146
3837,44,6,24
49958,439,33,78
156394,2455,191,734
267711,11711,190,1053
660863,13252,5082,4913
9972694,265753,33861,68628
2474902,59952,1309,3570
3379,16,0,0
586068,18276,1042,1639
509173,7063,279,893
219758,12804,297,1111
343670,10439,302,631
3057670,193819,3991,23926
290200,9578,117,812
147840,1783,93,260
1381523,158372,623,14289
14162537,523176,17195,27826
9692,148,115,68
1949483,150972,28747,46884
5688348,43606,3709,0
353065,11211,167,388
17588,113,8,20
5668569,254875,8187,11138
661898,15509,579,4069
695587,35469,430,2521
131555,7378,86,1447
4771,31,7,51
2327309,59525,553,1974
60616,157,16,75
949873,12456,463,2738
40328,68,3,9
7461701,349420,7767,22794
192207,12823,273,760
3312,4,4,4
2464664,103938,2100,7631
443153,30036,260,2044
324175,19587,204,1529
102105,2384,56,322
18096,1370,6,149
55901,3770,31,419
7399,148,7,17
1426321,32986,2012,8165
615784,30014,769,2654
2568313,135207,3650,17920
77452,5359,98,1217
49407,89,6,34
373332,13613,824,1508
527683,50581,482,10511
368276,22148,683,2633
54338,280,15,68
316763,3859,1829,863
377621,5168,507,679
404058,2980,44,165
1503192,96477,5226,60276
3362369,295288,6258,33900
81267,782,71,213
299561,18957,913,1815
3791,70,1,6
55419,415,35,253
437193,36440,268,1214
338709,9046,2327,4993
917390,80775,1281,10030
35573,230,19,19
264153,8671,382,660
4126161,54797,3234,3807
64771,781,12,91
75289,4866,52,362
392117,22397,311,1416
8041970,1167488,147643,363133
914385,45709,3246,6945
1500108,27096,2330,4910
603426,35628,743,2867
676233,30675,532,5386
1019354,6653,831,3130
1385419,18482,4722,7307
1638560,141142,984,38339
668715,39305,686,3417
451122,2627,1750,2077
689473,16925,1971,4047
17228602,784284,9287,41999
1544820,50753,1833,6264
148659,2325,136,197
1727422,83372,1107,10657
753671,66769,703,2764
1054965,6422,1108,3505
488580,99022,319,9463
69649,1003,98,472
1156852,78491,1263,3466
138674,1906,50,143
119919,3366,125,216
257204,14796,187,1764
128614,2670,171,391
344851,2569,5143,4746
87209,1185,22,123
79466,1119,46,28
185283,12411,105,1077
116946,2899,29,211
221587,0,0,3663
17401,348,33,59
1609388,57206,3015,4267
107875,3305,41,136
1063246,63948,793,3298
374583,7890,266,770
60398,528,206,51
445839,21569,865,2533
1109273,21168,577,2069
302737,16004,113,1350
369785,10582,351,839
1629409,56980,2349,4128
622331,8061,1011,1062
262269,1002,182,430
1207132,4548,4732,3055
116207,2407,163,122
24591,81,236,117
176785,10242,77,1016
144065,1798,1938,249
570030,21938,397,1453
8532222,18425,14429,1726
225346,21820,545,2676
1210271,38306,389,1915
583360,8669,253,158
19416,693,84,62
933341,23458,2428,4455
23465,124,97,100
434207,29943,1888,4659
255556,7423,216,618
17221,558,126,97
5320719,914370,2267,110935
3357968,210996,3477,48970
367193,2457,719,358
2321144,17363,1281,7954
464151,13649,534,1077
609210,3790,126,946
35000,251,45,97
8992,13,46,30
1185400,102982,847,7989
201700,2524,272,611
546929,18164,445,5318
3296590,34630,10353,7315
117939,7401,63,1076
125454,642,257,246
112310,612,7,95
603894,5037,184,364
530676,11938,691,2671
2128,15,5,4
86729,407,559,187
862468,49962,1506,4620
95941,586,228,237
209799,2161,900,1030
27229,795,15,80
35874,463,161,715
3392821,126150,2002,13260
598616,13204,460,1713
7379281,378450,4796,78920
18280,326,315,447
210664,10978,779,783
809662,39450,8898,8050
184100,7431,456,877
331494,11377,793,1988
258859,38308,327,2314
4837737,200611,3745,13452
555570,3280,451,298
9382,46,92,23
23768,1018,29,221
272923,5307,1338,950
608519,58452,601,3772
337829,8774,223,626
426956,9891,2014,0
1552388,41912,3612,5552
72801,209,13,29
884652,17745,262,1005
59198,412,2016,940
1101325,27173,1069,1955
209887,2250,211,423
3917,113,1,6
380360,14195,460,1759
953238,48369,488,4532
137162,426,92,51
73685,260,55,96
248968,3420,2842,3504
552471,12774,210,564
323689,12358,231,838
34463,2458,24,145
2617,77,20,34
3282345,83804,7531,13437
306078,14885,139,969
29108,74,10,11
8394,46,9,25
7758360,202562,18888,12173
3813303,127963,12289,38105
2161258,121498,945,13477
184366,27854,155,2431
207308,17429,630,3218
779550,10992,1232,4138
4124554,171313,1520,13794
761091,22718,305,1176
88033,5045,71,262
684262,38045,825,2545
712019,27061,1523,1301
3485812,182396,3449,22240
1501271,14098,227,690
174773,1114,162,142
176336,1411,304,696
656358,5033,290,1865
7416,26,38,35
75526,3154,35,361
765214,12273,469,560
237231,13545,156,681
3547797,138460,4422,9038
1231573,15123,1012,1621
1771458,97227,2285,7737
797798,20083,345,956
5106157,28295,1175,2551
449776,18675,1591,4055
406856,11323,1092,590
240282,14884,342,1918
359057,7478,103,732
11188382,481888,5621,19790
1066607,8445,28292,6759
268343,14304,343,1107
9164600,196128,24541,19152
343957,2532,99,1030
536288,36133,542,3543
31872,497,9,27
901229,31896,392,670
1059366,8299,1765,1625
141052,776,70,411
4594686,135774,4939,11073
110338,4173,222,276
1357946,18388,27497,6082
1165315,41128,9763,12777
52595,1458,65,19
5684795,374882,4467,14889
3996,45,6,17
52100,449,33,84
290344,12224,198,1094
724556,13928,5161,5000
156712,2456,191,734
10256746,268212,34441,60028
2636357,63128,1367,3467
3467,17,0,0
597049,18464,1054,1672
388048,11119,328,669
223433,12960,298,1120
3111804,195382,4065,24152
300715,9789,118,837
158541,1890,97,304
16219716,559289,18294,28940
9846,148,116,69
6353130,267032,8516,11456
355279,11226,167,388
1973925,151991,28902,46906
5755949,43802,3771,0
17702,113,8,20
672513,15618,584,4094
719340,36244,451,2543
134806,7506,88,1450
2723642,65320,631,2200
4864,31,8,51
61309,160,16,85
969427,12579,466,2753
7964424,357641,8055,22591
44262,82,4,16
195363,12937,274,621
3362,4,4,4
2524775,105323,2134,7659
458155,30624,270,2065
334600,19941,209,1570
2125929,90123,2163,6577
15808339,1625402,334546,561476
1041049,53591,3811,5302
2674711,95356,7120,15242
453643,18473,205,2775
208114,40955,363,5986
397478,16632,359,1162
239907,28340,551,3607
199030,11524,680,3335
576729,25820,771,4946
199676,23938,891,3760
20740,306,316,225
291258,4490,109,431
317963,5132,373,821
341409,10907,368,1252
579208,54865,853,3692
1308357,54165,1916,4281
228174,17376,148,687
110404,0,0,0
202074,5428,352,2452
4288892,63412,5113,10808
692093,53900,513,9511
180064,4275,164,395
1029765,38479,723,6635
210371,21067,135,2350
101839,5535,285,1149
190941,3280,282,464
607429,89997,1171,14655
213015,2249,255,1214
165624,7083,176,781
601853,330,51,40
17143,293,55,66
1127588,47801,1141,2560
475740,44985,370,7444
1264325,57907,1282,4801
467395,8864,713,1059
84016,756,60,443
335760,8035,162,977
559930,20809,384,2415
1770318,107448,1344,3675
1862465,73103,1877,6243
230372,4422,279,946
573677,129098,486,8084
292575,3978,323,701
1173096,7132,901,3392
1258533,26729,3124,7245
29017,480,38,86
110087,11158,156,828
806841,2401,397,162
178785,1611,95,53
1992687,157620,1173,43083
236301,4614,202,320
1494486,19426,4961,7734
112337,6961,75,279
151389,5758,80,556
75333,2207,129,205
41282,642,243,812
556301,2973,2410,2558
147899,1441,45,184
74445,1210,321,448
236524,5531,94,217
644011,112316,394,10313
1777672,54435,2017,6696
46940,1039,25,272
216812,4747,53,398
20761480,871930,11595,43026
183149,6969,68,824
5144,18,0,2
1746896,97980,1515,3841
76789,180,592,240
2163626,90030,1260,11732
1128383,6650,1161,3598
311179,32449,242,1989
71836,2800,67,1105
381238,2684,5560,5007
68264,592,211,59
263513,0,0,3986
251014,25000,314,1218
1499675,77482,1061,3374
130858,7612,26,260
36609,810,66,220
1726008,59228,3119,4119
478187,16695,161,1238
119734,16647,61,2685
430336,8808,296,853
335416,16852,121,1418
482467,22520,917,2669
1190828,21941,609,1904
176461,1898,2030,249
217540,13542,142,1112
422535,11455,386,941
1739292,58742,2504,4229
267872,1008,187,433
1399871,4730,4888,3075
212446,11274,86,1099
147035,2750,185,129
671078,24496,432,1328
241419,22685,549,2380
9310174,19181,15096,1866
1371374,40660,430,2009
973011,24094,2492,4111
642032,9317,268,171
25601,128,100,102
541414,32635,2257,4800
306322,8537,244,672
33697,1093,114,96
5956757,959725,2443,112783
36526,260,47,97
516574,5680,263,2063
3508559,215060,3551,49608
385359,2514,727,388
695269,4108,148,1034
468559,13685,536,1103
1267551,107743,890,8318
82977,0,0,0
29497,177,16,90
121506,654,7,101
205567,2548,272,571
37379,945,102,281
580124,19202,469,5360
3362428,35137,10550,7524
130359,7988,64,992
127384,649,257,249
585961,12681,726,2823
644325,5145,194,368
36079,462,163,742
9441,14,47,31
36333,893,18,95
2664,16,5,4
20797,78,8,24
916754,51621,1574,524
4681,2,3,1
93960,414,569,187
101177,603,229,251
211303,2162,902,1024
549,9,0,5
631404,13566,476,1741
2025,4,0,0
199488,7784,484,913
218201,11208,803,798
3658011,133504,2145,13745
282162,40274,384,2820
599843,3385,456,302
349602,11652,827,2041
9529,46,92,26
36865,1073,35,221
61540,249,13,29
824226,40098,8991,8219
7593087,382809,4856,79757
4596,2,0,0
5241468,207213,3930,13900
3390,129,1,43
305506,5816,1398,1027
624744,59201,614,3823
338671,8788,223,626
457431,10125,2096,0
1595972,42618,3676,5645
4610,11,1,6
60047,416,2026,945
954743,18884,273,1103
4131,121,1,8
1195813,28709,1163,2174
213968,2269,213,426
1010762,49828,507,4532
138226,428,92,51
394975,14667,472,1830
73838,261,55,96
600381,13496,223,604
35668,2492,24,151
330336,12492,231,817
3748683,93450,8388,15108
2816,77,21,35
29233,75,11,11
322502,15436,141,956
7965486,207832,19422,12360
3922298,129154,12466,38382
2203618,122815,960,13570
187425,28177,157,2440
808361,11092,1240,4180
4209089,172661,1542,13851
4253,29,0,4
930576,25617,360,1316
89640,5107,72,271
4007147,191236,3682,22696
714665,39031,837,2590
805722,29064,1666,1425
1554433,14272,233,699
9193,29,52,45
176993,1410,304,687
179374,1116,163,142
912815,13357,541,604
78957,3212,36,356
662158,5036,290,1865
4012204,147484,4734,9355
1912665,99346,2381,7789
1258994,15235,1023,1617
240314,13652,158,681
5179255,28582,1196,2559
485881,19670,1659,4259
425995,11520,1097,595
6469935,356084,51596,41095
1453003,140259,2677,35799
340354,10087,274,384
795916,43792,543,2332
157829,3369,33,347
1218516,13182,1245,2113
2393825,201936,2766,12057
351309,3371,8766,8228
1610690,154615,3066,11460
458494,13227,484,777
4648620,141456,4310,9847
70420,1055,36,164
363194,4609,955,1455
179136,4605,271,269
730611,8780,202,1057
1854852,67224,5904,7449
607334,21437,294,3115
301693,2148,2908,1225
539065,18967,1830,6785
522730,44321,947,4902
879677,25197,752,1779
19092511,1782249,398358,611327
36155,615,68,220
107108,1593,221,375
434877,22699,1538,2790
453559,34021,1418,4558
60229,5328,72,360
1319705,81128,1528,4850
129130,32755,98,2964
651383,15355,793,1944
10232,153,262,139
398652,28175,291,3040
629985,102668,351,8350
826352,41378,443,1047
3356847,108768,8532,18146
337664,3976,122,467
418300,8641,662,4652
159785,11726,150,513
118786,0,0,0
14685,100,133,70
674446,18682,776,159
103116,5108,177,790
173688,7571,442,1584
1556454,858,169,96
130569,4119,227,542
784777,57113,687,10070
251240,8703,250,965
1571379,60040,2240,4656
40366,1324,27,253
713938,100328,1384,15883
785922,1639,258,455
2638161,151858,1678,12347
49762,517,159,163
65758,477,15,33
345910,13223,372,2464
1032393,193087,762,11659
89920,1513,40,443
1150126,40854,789,7046
554996,9628,949,1218
54209,3169,47,258
52497,64,15,202
395780,8606,191,1002
587819,48701,561,8291
116201,1001,86,611
5335815,69397,5584,11963
828990,2563,405,181
93885,2518,144,232
241838,3628,316,505
2265238,81742,2219,6942
2414692,124375,1590,4032
124868,11653,175,861
57843,667,57,130
1727208,34525,4081,8022
692047,22398,429,2643
51623,1076,25,285
1595800,69892,1616,5723
239728,2381,273,1278
93641,184,605,285
1144929,6681,1180,3621
170622,6147,88,590
2105929,163278,1220,44541
225028,1813,110,55
140710,7948,83,309
360896,4444,367,772
712942,118228,419,10470
406588,5259,213,336
138185,18259,71,2782
77431,2943,75,1122
97094,8260,35,467
383310,37714,286,2162
2206348,110561,1676,4217
203919,7358,72,746
270240,4666,317,995
276780,6325,106,247
69189,596,211,58
1529298,19696,5016,7908
1877457,56142,2102,5855
272163,0,0,344
227783,13993,143,1139
587242,3054,2479,2266
1203031,7213,914,3435
23417389,926657,13003,46136
52255,932,85,268
32941,255,5,3
140682,638,24,61
158753,1464,51,192
297272,5183,60,469
1853979,87223,1255,3560
372376,21381,126,518
2413313,93363,1330,10331
125684,1594,59,136
532957,17835,175,1330
389668,2715,5671,5107
374360,29314,401,1342
14118,120,6,21
351488,17321,127,1241
268473,1010,187,432
1801705,60419,3161,4135
1818424,59982,2601,3777
498475,22992,936,2738
10858,355,10,55
164767,2961,205,136
224261,11780,90,1123
454937,9038,303,904
2602205,47262,1614,4785
734318,25981,457,1387
1591,16,2,10
515508,2297,2471,1619
255532,23519,551,2451
11675559,22354,17593,1990
452375,12184,389,969
658,1,0,0
470937,13710,538,1103
637942,793,38,137
85833,0,0,0
997698,24545,2528,4139
33528,193,16,96
124553,670,7,103
39049,962,106,256
6502401,990632,2577,114755
209124,2579,272,571
598672,34124,2408,5027
5226,249,20,19
1515705,4830,4961,3109
109251,286,15,149
669483,9543,270,174
1343580,111577,915,8414
31145,188,1,4
9637,14,47,32
128479,652,257,249
1488703,42182,456,2029
3643393,218282,3616,50196
36168,463,165,748
39957,955,22,100
643420,13379,761,2909
396904,2560,730,395
4802,2,4,1
139752,8356,68,1040
96253,420,570,188
104839,613,230,241
212506,2165,903,1025
355262,10295,288,831
2050,4,0,0
554,9,0,4
599390,19649,479,5501
953710,52865,1617,474
208558,7987,503,767
223067,11359,814,799
3404680,35466,10674,7594
9568,46,92,26
43675,1095,38,229
66316,281,14,34
663095,5217,195,369
4674,2,0,0
3616,136,1,42
3953162,140486,2302,14342
656972,13884,484,1776
289976,40973,400,2851
363753,11844,849,2111
1078856,51293,530,4641
642382,3470,467,310
639685,59842,621,3861
7797284,386330,4899,80500
479130,10443,2136,0
4743,11,1,6
5605621,214818,4057,14381
60731,422,2030,949
339187,8797,223,625
4233,126,1,8
323471,6081,1425,1070
217531,2279,213,427
139026,427,93,51
835472,40769,9065,8300
73902,261,55,96
36591,2519,25,155
1629599,43060,3716,5722
335365,12576,234,818
1270778,30068,1237,2351
29305,75,12,12
344951,15728,145,1004
705015,37505,1413,16044
422937,26676,816,11935
983779,107193,1409,6863
12528777,486767,84159,59337
169468,10974,73,1611
142935,9606,440,2121
639646,13876,362,2714
1609327,20975,385,1956
617881,14420,573,573
1414582,57401,912,3268
105477,1937,759,528
604699,10064,139,1328
5824915,315101,5347,14997
792189,6006,19561,14848
2504586,181066,3897,14502
2437475,181527,5116,44390
1459336,14399,1682,2394
6404936,167775,5257,11460
373184,6831,617,442
135014,16542,143,1482
140006,773,2735,1245
118160,6276,88,354
498820,5417,1426,1635
1835185,342655,807,25545
1144047,11512,308,1275
126537,1536,277,814
292371,4981,147,692
203142,2704,743,954
2148675,71149,6806,8340
440909,3315,4588,1875
813108,24081,2702,8933
290109,48941,243,3746
663322,22429,326,3253
709757,52613,1165,5804
135523,7801,148,451
1104884,28302,914,2034
21104436,1867610,435189,607646
1948997,94434,1936,5483
129056,0,0,0
628932,39985,1664,4835
235228,13781,263,601
530070,24056,2049,2979
494129,30946,375,3389
23468,971,7,48
1311780,53502,618,1167
86360,3463,24,381
711209,18183,1349,2182
462906,4598,162,506
723433,109326,530,8713
803459,17586,918,2169
583735,10475,869,5928
3631612,113010,8883,19321
33940,207,267,114
2747006,1145,245,132
167752,6138,251,906
4475534,394816,3282,46685
206632,8238,499,1734
221799,5999,361,662
755327,19215,851,246
82166,93,26,248
840727,59079,744,10000
273311,9132,272,1009
68965,1701,30,294
1764918,63832,2411,4936
3032128,157857,1837,12614
771193,105962,1461,14723
24203,241,26,99
92199,4342,72,310
1134369,1816,302,494
62514,608,190,191
1185480,209295,815,12482
397246,14062,389,2599
107457,1730,50,374
597277,9967,1060,1045
1230073,42114,822,7271
67149,691,24,64
699544,53792,632,9241
294795,4817,334,1019
425157,8907,211,1035
95942,184,608,298
136933,1142,95,543
130225,11894,181,888
5911858,70708,5730,12040
842287,2654,409,193
2687897,89169,2504,7424
2880798,133618,1754,4269
101056,2630,148,234
46780,333,10,31
1554510,19886,5060,8495
1885334,80277,1863,6380
70004,743,64,136
762725,23094,452,2658
53635,1083,27,299
248015,2418,281,923
201394,13761,68,695
166736,8902,92,362
2192207,41011,4874,10059
183680,6381,98,574
792225,124569,430,10842
1164431,6729,1197,3626
150526,19282,76,2754
2206970,167642,1251,46345
117035,7066,72,360
248475,1879,110,53
677550,6069,218,368
2705268,120923,1843,4431
216447,7608,74,759
443660,41785,311,2175
310931,6979,123,281
2739,18,5,10
84334,3021,84,1234
52938,351,10,4
69827,598,211,58
1962489,57271,2160,5973
279580,0,0,338
236472,14361,147,1144
614420,3134,2582,2371
59987,1004,94,260
171552,729,27,67
1219514,7239,922,3443
26019027,970812,13952,48465
639577,32398,199,669
179264,1505,58,184
350040,5438,63,494
2217443,95329,1417,3699
2500865,94731,1362,10531
20368,150,7,31
564182,18371,180,1195
7130,114,4,5
464324,31903,461,1528
103102,1826,393,416
152613,2109,72,160
397406,2738,5778,5158
369870,17758,131,1248
268905,1011,188,431
1164,11,1,4
11643,371,11,56
1907490,61195,2652,3879
512333,23410,953,2760
1708,16,3,10
178408,3122,216,138
1859885,61224,3196,4193
235634,12203,91,1167
534242,2433,2774,1775
475425,9155,309,920
789100,27158,484,1420
2682794,47836,1643,4905
273004,24254,555,2501
126409,685,7,104
481786,12782,394,1035
713,1,0,0
12454422,22510,17759,1995
404701,2575,734,396
88411,0,0,0
35769,209,16,98
6895101,1009144,2669,116588
40187,967,110,261
1016523,24814,2550,4227
1391595,113904,932,8490
645903,35180,2515,5177
473593,13738,539,1101
6170,276,21,21
1535324,4864,4992,3121
609340,19853,481,5503
109740,287,15,150
690854,9722,275,178
44813,246,34,25
31427,191,1,4
215775,2629,276,584
9762,14,47,32
43857,1010,23,104
3770744,220891,3665,50778
691970,13942,786,3007
129466,656,258,250
683434,5413,201,375
4880,2,4,1
1597365,43308,474,2068
154731,8963,70,1063
97710,422,573,190
400911,11665,321,925
108402,630,232,237
2078,4,0,0
559,9,0,4
213764,2168,906,1101
992396,54016,1648,494
216179,8130,526,769
227384,11494,822,804
3447677,35791,10773,7688
60794,317,14,34
47299,1128,40,238
9595,46,92,26
4744,2,0,1
3735,139,1,42
4253449,146588,2443,14883
7325,6,6,1
498874,10685,2177,0
688577,14143,490,1827
296755,41687,403,2897
1143472,52424,564,4696
380261,12021,874,2161
151917,4323,689,2039
3289546,41789,4437,9974
27666,1606,131,146
215459,13309,793,1181
402244,5140,2998,4175
111105,3178,387,341
722887,7214,241,1727
782969,17185,2096,5325
1704772,54180,6293,14303
301710,7115,750,2351
1177597,45529,2587,19508
102521,512,26,60
97065,2107,252,504
176544,7552,223,1815
33340,3249,85,475
734550,32769,1436,14285
798,45,4,6
526373,19061,684,1540
281423,12703,996,3393
97322,4941,239,545
1332417,117204,2505,7661
15924122,542009,98636,67599
33042,1297,12,96
313466,3701,273,349
793862,15032,450,2964
313744,15339,189,2103
56890,461,20,67
2323494,26698,650,2631
6041606,290654,12815,14554
3474667,3420,452,1014
462463,17726,213,1591
766842,16746,657,651
182486,2660,1660,1165
965956,14496,211,1684
1711518,62745,1047,3506
7679717,360901,6506,16289
1502969,64578,997,3789
60857,932,145,695
2963449,193448,4309,20957
328520,20725,119,1909
2749610,193672,5801,46713
271160,1187,4396,1988
202931,19910,264,1861
1571456,14968,1846,2320
8028921,188841,6081,12204
466653,8053,749,505
198576,8232,169,467
283173,8390,291,763
2097402,362792,967,26742
1481938,13474,391,1234
541565,5719,1601,1682
194916,2051,395,1051
433149,6626,215,938
22588,181,379,239
267620,3353,1111,1178
505032,3862,5175,2261
2298198,73178,7212,7259
995917,27102,3150,8086
376380,54362,321,3903
853425,57726,1303,6245
190902,9545,173,410
691939,22941,338,3343
398478,23217,136,1605
17068,136,11,12
2504970,104580,2229,5968
1244926,29814,1005,1961
769375,43811,1811,5022
22387656,1919981,461659,625002
265399,14587,287,665
132093,0,0,0
18033,353,36,38
536312,32188,402,3511
994138,24271,2029,3152
1728225,62178,760,1306
24530,725,36,123
562843,24651,2164,2598
35076,1108,12,55
68243,660,191,170
902509,19069,967,1609
100742,3742,34,394
766100,112635,585,8874
77996,790,67,118
663376,11522,963,6489
12866,1081,11,146
42354,238,314,135
3774089,115075,9047,19727
3796854,1220,275,46
5503993,420536,3606,49338
198523,6669,297,894
3791,13,0,4
261775,3714,322,471
223023,8592,523,1328
294436,7985,474,710
775264,19333,876,253
4321,10,3,2
869258,60110,756,10185
283556,9349,276,1019
1872700,66046,2497,5038
250056,2429,281,923
3371910,161565,1928,12924
25581,264,30,100
819454,110631,1537,15126
120571,5299,84,331
106050,2708,151,241
1419673,1904,323,512
5870,11,0,5
1254519,216892,837,11554
626321,10229,1142,1092
412073,14319,402,2258
116832,1811,57,448
1311442,43025,845,6628
73001,761,26,69
441900,9103,222,896
308202,4901,345,917
97387,186,610,304
3308845,141399,1902,4383
6436290,71604,5842,12205
3007995,94461,2716,7830
851536,2720,412,136
146663,1198,97,558
817074,59666,690,10212
1575261,20046,5101,8553
134643,12088,186,890
2112545,88032,2090,7060
180100,9452,98,369
140943,8072,88,378
824262,23678,472,2726
304859,17707,91,832
193633,6572,104,587
157219,19903,81,2778
1177548,6752,1206,3629
227005,7754,78,759
339797,7537,135,316
265260,1942,112,52
479016,44107,328,2285
931779,6953,230,403
72549,477,12,7
2475809,44699,5315,11514
870441,129605,456,11094
2957,20,5,10
180379,5855,55,150
2280684,170641,1270,47263
191820,3260,97,206
70224,600,211,58
15495,685,4,71
2672028,103458,1566,3850
242776,14631,149,1158
285286,0,0,345
196755,807,29,74
2032924,58224,2208,6167
66284,1068,105,263
27915532,1001244,14626,50171
639265,3197,2651,2476
194071,1528,59,186
739380,36625,220,686
394732,5817,74,510
550705,34604,498,1599
592142,18847,184,1258
182250,10340,139,1289
37095,240,9,33
90126,3097,87,1280
1235447,7263,930,3468
119110,2029,413,482
2568366,95646,1381,10809
390695,18203,137,1264
404417,2749,5874,5180
12168,381,12,47
13124176,22664,17917,1990
269181,1012,190,432
1252,11,1,4
1996355,62409,2733,4021
521943,23689,971,2766
1808,16,3,11
1915926,62005,3224,4284
189814,3241,225,141
244518,12488,95,1190
838711,28478,502,1471
488695,9240,316,919
543596,2488,2895,1836
2739574,48259,1668,4927
281875,24632,558,2517
127623,694,7,104
55599,268,38,25
495854,13027,399,1038
745,1,0,0
414562,2607,746,407
36982,213,17,100
7200045,1021328,2716,117897
90365,0,0,0
682990,35880,2609,5376
1030347,25002,2568,4254
41096,975,111,261
1421293,115308,942,8508
1551300,4893,5016,3139
6882,291,22,21
616440,19998,483,5534
707170,9867,277,183
31505,191,1,4
47862,1064,26,108
4866576,185646,5306,11582
3014847,42556,2791,0
1725057,34607,23353,14563
1035381,25233,598,2412
1267983,2504,159,463
656196,8312,1749,1721
142054,723,495,805
845262,29699,444,1829
853242,13993,2891,6115
218438,8932,244,700
284558,2723,11551,3778
174097,24415,215,1283
84013,0,0,95
751008,16333,762,2248
380393,9365,383,733
5799849,125915,1692,16056
494062,2941,1500,1807
145215,1022,581,3004
54032,522,128,819
648544,3787,896,1105
313085,10049,620,2357
4455931,44932,7459,3284
378620,11174,723,1723
34957,651,70,175
336795,1419,1358,491
4447418,50762,5928,11793
312354,14633,269,1324
114489,3119,88,168
357838,7074,608,1153
288685,13305,195,2375
123940,7354,79,584
132102,4342,149,454
309747,4327,735,1890
585058,4753,225,346
227847,5321,780,567
154117,8496,53,1203
34997,147,175,147
10754,163,30,50
897222,18322,2587,5696
463285,8740,1091,3148
924646,8560,303,2115
2171844,64447,8418,16685
438541,54726,364,2756
1266211,47497,2704,20281
300203,9194,303,1245
994747,258,398,629
140430,3263,50,234
554995,37375,594,6765
431596,20372,325,2935
150822,2666,335,697
227565,8528,277,2000
27762,633,54,65
